answer,prompt,llm_answer,llm_answer__1,llm_answer__2,llm_answer__3,llm_answer__4,llm_answer__5,fleek_score,selfcheck_nli_score,selfcheck_bert_score,lm_v_lm_score,lbhd_score
['Todd Bridges'],who played solomon in little house on the prairie,"([""['"", 'Michael', ' L', 'andon', ' played', ' Solomon', ' in', ' Little', ' House', ' on', ' the', ' Prairie', ""']""], [-0.0054891645, -1.5666574, -0.00081260514, -4.9617593e-06, -0.00079938455, -0.54055136, -0.04816735, -0.023186186, -2.7729659e-05, -4.365741e-06, -7.2192626e-05, -7.672237e-05, -0.009384277], [0.9945258734356381, 0.2087417577214054, 0.9991877249341441, 0.9999950382530095, 0.9992009348727099, 0.5824270368583915, 0.952974293484236, 0.9770805481179348, 0.9999722707254635, 0.9999956342685299, 0.9999278099798249, 0.9999232805730858, 0.990659617912756], 'Michael Landon played Solomon in Little House on the Prairie')","(None, None, None, ""['Kingston N. Curtis played the character of Solomon Henry in Little House on the Prairie']"")","(None, None, None, ""['Melissa Gilbert played the role of Laura Ingalls on Little House on the Prairie']"")","(None, None, None, ""['Solomon Henry was played by an actor named Todd Bridges']"")","(None, None, None, ""['Solomon in Little House on the Prairie was played by John Milford']"")","(None, None, None, ""['Karl Swenson played the character of Solomon in Little House on the Prairie']"")",1,0.9992968082427979,0.6096069909632206,1.0,"{'avg': 0.883584211798976, 'normalized_product': 0.8201938461684154, 'min': 0.2087417577214054, 'concepts': [{'Michael Landon': {'avg': 0.7359748403028531, 'normalized_product': 0.5930410514611918, 'min': 0.2087417577214054}}, {'played Solomon': {'avg': 0.7908139858655507, 'normalized_product': 0.7628641030511575, 'min': 0.5824270368583915}}, {'Little House on the Prairie': {'avg': 0.9953799087329678, 'normalized_product': 0.995337464245881, 'min': 0.9770805481179348}}]}"
['Donna'],who does eric end up with in that 70s show,"([""['"", 'Eric', ' ends', ' up', ' with', ' Donna', ' in', ' That', "" '"", '70', 's', ' Show', ""']""], [-0.0013213116, -0.031473402, -0.47358167, -4.00813e-06, -0.001274758, -0.04284913, -0.0060571325, -0.030185586, -0.12031505, -4.1273333e-06, -1.1279553e-05, -0.0003345122, -0.0065152296], [0.9986795609478273, 0.9690167300179605, 0.6227677205036307, 0.9999959918780326, 0.9987260541588406, 0.9580559210608715, 0.9939611749448712, 0.9702654491548071, 0.8866410564452579, 0.9999958726752174, 0.9999887205106139, 0.9996655437429679, 0.9935059484900367], ""Eric ends up with Donna in That '70s Show"")","(None, None, None, ""['In That '70s Show, Eric ends up with his high school girlfriend Donna']"")","(None, None, None, ""['Eric ends up with Donna in That '70s Show']"")","(None, None, None, '[\'Eric Forman ends up with Donna Pinciotti in ""That \'70s Show""\']')","(None, None, None, ""['Eric Forman ends up with Donna Pinciotti in That '70s Show']"")","(None, None, None, ""['Eric ends up with Donna in That '70s Show']"")",0,0.0012925735965836794,0.42388470172882076,0.0,"{'avg': 0.9453709304630064, 'normalized_product': 0.9378267396063459, 'min': 0.6227677205036307, 'concepts': [{'Eric ends up with Donna': {'avg': 0.909712483523867, 'normalized_product': 0.8959805322650556, 'min': 0.6227677205036307}}, {""That '70s Show"": {'avg': 0.9713113285057728, 'normalized_product': 0.9702804641120637, 'min': 0.8866410564452579}}]}"
"['revolution or orbital revolution', 'orbit']",an object that moves around an external axis is said to be,"([""['"", 'an', ' object', ' that', ' moves', ' around', ' an', ' external', ' axis', ' is', ' said', ' to', ' be', ' revolving', ""']""], [-0.0009873193, -0.48616114, -2.7968066e-05, -2.355753e-05, -1.92662e-05, -5.7961847e-06, -6.968935e-05, -1.247159e-05, -3.4121115e-06, -1.4378848e-05, -1.4974867e-05, -6.704273e-07, -1.1517961e-05, -0.33248046, -0.0018420137], [0.9990131679393333, 0.614982701016307, 0.9999720323251027, 0.9999764427474764, 0.9999807339855921, 0.9999942038320978, 0.9999303130782463, 0.99998752848777, 0.9999965878943212, 0.9999856212553752, 0.9999850252451228, 0.9999993295729247, 0.9999884821053314, 0.7171426816950802, 0.9981596817660519], 'an object that moves around an external axis is said to be revolving')","(None, None, None, ""['an object that moves around an external axis is said to be orbiting']"")","(None, None, None, ""['an object that moves around an external axis is said to be revolving']"")","(None, None, None, ""['An object that moves around an external axis is said to be orbiting']"")","(None, None, None, ""['an object that moves around an external axis is said to be orbiting']"")","(None, None, None, ""['An object that moves around an external axis is said to be rotating']"")",-1.0,0.001399353484157473,0.2703373670578003,0.0,"{'avg': 0.9486093602492882, 'normalized_product': 0.9389546469564837, 'min': 0.614982701016307, 'concepts': [{'object': {'avg': 0.9999720323251027, 'normalized_product': 0.9999720323251027, 'min': 0.9999720323251027}}, {'moves around': {'avg': 0.9999874689088449, 'normalized_product': 0.9999874688861651, 'min': 0.9999807339855921}}, {'external axis': {'avg': 0.9999920581910455, 'normalized_product': 0.9999920581807864, 'min': 0.99998752848777}}, {'revolving': {'avg': 0.7171426816950802, 'normalized_product': 0.7171426816950802, 'min': 0.7171426816950802}}]}"
"['an armature of piped masonry', 'barrel vaults', 'two to three barrel vaults']",architectural elements forming rib vaults eg wells cathedral,"([""['"", 'Arch', 'itect', 'ural', ' elements', ' forming', ' rib', ' vault', 's', ',', ' like', ' those', ' in', ' Wells', ' Cathedral', ',', ' are', ' called', ' ribs', ""']""], [-0.0032775295, -0.8352672, -2.9517714e-05, -0.00017767686, -7.409989e-05, -0.00051347545, -1.4617256e-05, -7.588794e-05, -1.1517961e-05, -0.6256639, -0.8153725, -0.4068164, -0.5885704, -0.00021831797, -2.3392786e-06, -0.00019984508, -0.44506747, -0.75020707, -0.018897241, -0.8616983], [0.9967278357366373, 0.4337585656585891, 0.9999704827216435, 0.9998223389235985, 0.999925902855329, 0.9994866563559582, 0.9999853828508316, 0.9999241149394169, 0.9999884821053314, 0.5349061863922686, 0.44247447491758285, 0.6657664137946339, 0.555120317745696, 0.9997817058596339, 0.9999976607241361, 0.9998001748876978, 0.6407810410769624, 0.4722687499253026, 0.9812801924334068, 0.4224440360549164], 'Architectural elements forming rib vaults, like those in Wells Cathedral, are called ribs')","(None, None, None, ""['The architectural elements forming rib vaults, like those in Wells Cathedral, are ribs that support the vault structure']"")","(None, None, None, ""['Architectural elements forming rib vaults, for example, in Wells Cathedral include ribs, bosses, and springers.']"")","(None, None, None, ""['The architectural elements forming rib vaults like those in Wells Cathedral are ribs and webbing']"")","(None, None, None, ""['Architectural elements forming rib vaults, like those seen in Wells Cathedral, are called ribs or vaulting ribs']"")","(None, None, None, ""['Architectural elements forming rib vaults, for example in Wells Cathedral, include ribs, keystones, and springers.']"")",0,0.0017343690386041998,0.4363211572170258,0.0,"{'avg': 0.8347136857515146, 'normalized_product': 0.7968028665962776, 'min': 0.4337585656585891, 'concepts': [{'Architectural elements': {'avg': 0.85836932253979, 'normalized_product': 0.8114868281728252, 'min': 0.4337585656585891}}, {'rib vaults': {'avg': 0.8837010415719622, 'normalized_product': 0.8551815607886399, 'min': 0.5349061863922686}}, {'Wells Cathedral': {'avg': 0.9998598471571559, 'normalized_product': 0.9998598423801304, 'min': 0.9997817058596339}}, {'ribs': {'avg': 0.9812801924334068, 'normalized_product': 0.9812801924334068, 'min': 0.9812801924334068}}]}"
"['Gene Kelly', ""Donald O'Connor"", 'Judy Garland', 'Debbie Reynolds', 'Mickey Rooney']",who sang the song good morning good morning,"([""['"", 'The', ' Beatles', ' sang', ' the', ' song', ' ""', 'Good', ' Morning', ' Good', ' Morning', '""', ""']""], [-0.009446269, -0.016850634, -0.33967745, -0.0010175677, -1.640531e-05, -5.9153886e-06, -0.015586969, -6.869018e-06, -6.337155e-05, -0.05612753, -9.6867785e-05, -0.0016103165, -0.004291492], [0.9905982068452395, 0.983290543842122, 0.7119999413099573, 0.998982949846451, 0.9999835948245663, 0.9999940846288958, 0.9845338791013798, 0.9999931310055916, 0.9999366304579342, 0.9454185589731467, 0.9999031369065324, 0.9983909793639381, 0.9957177032932478], 'The Beatles sang the song Good Morning Good Morning')","(None, None, None, '[\'The Beatles sang the song ""Good Morning Good Morning""\']')","(None, None, None, '[\'The Beatles sang the song ""Good Morning Good Morning""\']')","(None, None, None, '[\'The Beatles sang the song ""Good Morning Good Morning""\']')","(None, None, None, '[\'The Beatles sang the song ""Good Morning Good Morning""\']')","(None, None, None, '[\'The Beatles sang the song ""Good Morning Good Morning""\']')",1,0.0012142685009166598,0.31615835428237915,0.0,"{'avg': 0.9622490799802581, 'normalized_product': 0.9578159365869826, 'min': 0.7119999413099573, 'concepts': [{'The Beatles': {'avg': 0.8476452425760397, 'normalized_product': 0.836721464709868, 'min': 0.7119999413099573}}, {'sang': {'avg': 0.998982949846451, 'normalized_product': 0.998982949846451, 'min': 0.998982949846451}}, {'the song Good Morning Good Morning': {'avg': 0.9897453378291502, 'normalized_product': 0.9895618774299247, 'min': 0.9454185589731467}}]}"
['James Brown'],who wrote papa got a brand new bag,"([""['"", 'James', ' Brown', ' wrote', ' ""', 'P', 'apa', ""'s"", ' Got', ' a', ' Brand', ' New', ' Bag', '""', ""']""], [-0.0048946505, -0.42271435, -3.7697225e-06, -0.020154085, -0.2434855, -2.9352968e-06, -7.89631e-07, -0.04325939, -0.0001563394, -0.00026419671, -1.473646e-05, -5.240482e-05, -4.1557283e-05, -0.00021248066, -9.603336e-05], [0.9951173087816345, 0.6552657830517723, 0.9999962302846054, 0.9800476510296114, 0.7838908423670812, 0.9999970647075079, 0.9999992103693117, 0.9576629496544334, 0.9998436728203671, 0.9997358381868775, 0.9999852636485811, 0.9999475965531086, 0.9999584435804919, 0.9997875419124167, 0.9999039712510555], ""James Brown wrote Papa's Got a Brand New Bag"")","(None, None, None, '[\'""Papa\'s Got a Brand New Bag"" was written and performed by James Brown\']')","(None, None, None, '[\'James Brown wrote the song ""Papa\'s Got a Brand New Bag""\']')","(None, None, None, '[\'James Brown wrote ""Papa\'s Got a Brand New Bag""\']')","(None, None, None, '[\'James Brown wrote ""Papa\'s Got a Brand New Bag""\']')","(None, None, None, '[\'James Brown wrote ""Papa\'s Got a Brand New Bag""\']')",1,0.003485744190402329,0.5521591365337372,0.0,"{'avg': 0.9520090837050899, 'normalized_product': 0.945367315404664, 'min': 0.6552657830517723, 'concepts': [{'James Brown': {'avg': 0.8276310066681889, 'normalized_product': 0.8094833617105804, 'min': 0.6552657830517723}}, {""Papa's Got a Brand New Bag"": {'avg': 0.9952130646036773, 'normalized_product': 0.9951225081990355, 'min': 0.9576629496544334}}]}"
"['mountainous shrubland', 'arid lowland']",where does a roadrunner live in the desert,"([""['"", 'A', ' road', 'runner', ' lives', ' in', ' the', ' desert', ' in', ' bur', 'rows', ' or', ' nests', ' made', ' in', ' c', 'act', 'i', ' or', ' th', 'orny', ' bushes', ""']""], [-0.00096922595, -0.1486862, -0.0005234849, -1.2664457e-06, -0.17855202, -0.00025084958, -0.005870371, -0.0014499947, -1.2466348, -1.2140342, -0.00056256534, -0.09582329, -0.5680543, -0.12708758, -0.8212786, -0.31091586, -0.06952452, -9.901345e-05, -0.5299169, -0.75681925, -0.001013876, -0.05785477, -0.09063654], [0.9990312435977595, 0.8618395177111959, 0.9994766520943144, 0.9999987335551019, 0.8364805420277848, 0.9997491818801253, 0.9941468259605372, 0.9985510560344005, 0.2874705668958352, 0.2969967152514573, 0.9994375928702116, 0.9086245649298625, 0.5666268527087607, 0.8806565413197388, 0.43986887845194894, 0.7327755290085594, 0.932837259934515, 0.9999009914516699, 0.5886538847837299, 0.46915632523838674, 0.9989866377986143, 0.9437870036707623, 0.9133496166300439], 'A roadrunner lives in the desert in burrows or nests made in cacti or thorny bushes')","(None, None, None, ""['A roadrunner lives in the desert among shrubs, cacti, and rocky areas']"")","(None, None, None, ""['A roadrunner lives in the desert southwest of the United States and northern Mexico']"")","(None, None, None, ""['A roadrunner lives in the desert of North and Central America']"")","(None, None, None, ""['A roadrunner typically lives in the desert southwest of North America, such as in states like Arizona, New Mexico, and Texas.']"")","(None, None, None, ""['A roadrunner lives in the desert primarily in the southwestern United States and Mexico']"")",-1.0,0.46300123929977416,0.7020671993494034,0.0,"{'avg': 0.8077876411039827, 'normalized_product': 0.766258406631703, 'min': 0.2969967152514573, 'concepts': [{'roadrunner': {'avg': 0.9997376928247081, 'normalized_product': 0.9997376587446366, 'min': 0.9994766520943144}}, {'lives in the desert': {'avg': 0.9572319014757119, 'normalized_product': 0.9545351520152691, 'min': 0.8364805420277848}}, {'burrows or nests': {'avg': 0.6929214314400731, 'normalized_product': 0.6252406965926934, 'min': 0.2969967152514573}}, {'made in cacti or thorny bushes': {'avg': 0.776291450184214, 'normalized_product': 0.742919326049446, 'min': 0.43986887845194894}}]}"
"['John Young', 'Harry Vanda', 'David Hemmings', 'George Young']",who wrote it's a long long way to pasadena,"([""['"", 'The', ' song', ' ""', 'It', ""'s"", ' a', ' Long', ',', ' Long', ' Way', ' to', ' Pasadena', '""', ' was', ' written', ' by', ' Michael', ' Nes', 'mith', ""']""], [-0.007341104, -1.5063517, -0.23408248, -0.0009103907, -0.0007081442, -0.028749308, -0.011817293, -0.006789859, -0.18783638, -0.0004721411, -0.00013655527, -0.00017743846, -4.179569e-05, -0.000112245056, -0.0019599171, -0.00017040544, -0.00023762896, -2.0678508, -0.6612503, -1.700133e-05, -0.06677668], [0.9926857760872444, 0.22171739578763183, 0.7912965470647324, 0.999090023579885, 0.9992921064749292, 0.971660021330518, 0.9882522569732066, 0.9932331400098358, 0.8287502962633142, 0.9995279703410699, 0.9998634540532465, 0.9998225772812724, 0.9999582051834277, 0.9998877612432406, 0.9980420022833706, 0.9998296090781823, 0.9997623992715251, 0.1264572718258606, 0.5162055190838174, 0.9999829988145218, 0.9354040724508196], ""The song It's a Long, Long Way to Pasadena was written by Michael Nesmith"")","(None, None, None, '[\'The song ""It\'s a Long, Long Way to Pasadena"" was written by Michael Brown\']')","(None, None, None, ""['It's a Long, Long Way to Pasadena was written by Joe Stead']"")","(None, None, None, '[\'The song ""It\'s a Long Way to Pasadena"" was written by Al Jolson\']')","(None, None, None, '[\'Michael Murphey wrote the song ""It\'s a Long Long Way to Pasadena""\']')","(None, None, None, '[\'Fred Astaire wrote ""It\'s a Long, Long Way to Pasadena""\']')",1,0.9986392140388489,0.47244898080825803,1.0,"{'avg': 0.857744356440764, 'normalized_product': 0.7700720338795962, 'min': 0.1264572718258606, 'concepts': [{""It's a Long"": {'avg': 0.9562375642103607, 'normalized_product': 0.95391548954535, 'min': 0.8287502962633142}}, {'Long Way to Pasadena': {'avg': 0.9998119936204514, 'normalized_product': 0.9998119825622943, 'min': 0.9995279703410699}}, {'Michael Nesmith': {'avg': 0.5475485965747332, 'normalized_product': 0.4026425699535746, 'min': 0.1264572718258606}}]}"
['Spike'],what's the dog's name on tom and jerry,"([""['"", 'The', ' dog', ""'s"", ' name', ' on', ' Tom', ' and', ' Jerry', ' is', ' Spike', ""']""], [-0.0045139077, -0.027399076, -0.0006380965, -0.0076454408, -9.014684e-06, -0.022421328, -0.001081041, -2.4749568e-05, -3.7697225e-06, -1.4378848e-05, -0.0052835653, -0.008573558], [0.9954962646698935, 0.972972873912765, 0.9993621070402766, 0.9923837112418002, 0.9999909853566321, 0.977828161864538, 0.9989195431143191, 0.999975250738268, 0.9999962302846054, 0.9999856212553752, 0.9947303681808535, 0.9914630901386225], ""The dog's name on Tom and Jerry is Spike"")","(None, None, None, ""['The dog's name on Tom and Jerry is Spike']"")","(None, None, None, ""['The dog's name on Tom and Jerry is Spike']"")","(None, None, None, ""['The dog's name on Tom and Jerry is Spike']"")","(None, None, None, ""['The dog's name on Tom and Jerry is Spike']"")","(None, None, None, ""['The dog's name on Tom and Jerry is Spike']"")",0,0.0037048461381345987,0.2308884859085083,1.0,"{'avg': 0.9936144852989433, 'normalized_product': 0.9935687237136682, 'min': 0.972972873912765, 'concepts': [{""dog's name"": {'avg': 0.997245601212903, 'normalized_product': 0.9972396328442865, 'min': 0.9923837112418002}}, {'Tom and Jerry': {'avg': 0.9996303413790643, 'normalized_product': 0.9996302149571819, 'min': 0.9989195431143191}}, {'Spike': {'avg': 0.9947303681808535, 'normalized_product': 0.9947303681808535, 'min': 0.9947303681808535}}]}"
"['Meira Kumar', 'Ram Nath Kovind']",who are nominated for president of india 2017,"([""['"", 'Ram', ' Nath', ' Kov', 'ind', ' and', ' Me', 'ira', ' Kumar', ' were', ' nominated', ' for', ' President', ' of', ' India', ' in', ' ', '201', '7', ""']""], [-0.0025604344, -0.1127798, -0.00018887833, -1.6524515e-05, -1.3902034e-05, -0.008380414, -2.7968066e-05, -7.226629e-06, -4.9617593e-06, -0.0024775586, -0.2546382, -0.001102349, -0.20099328, -8.537869e-06, -7.465036e-06, -0.000953979, -0.00019460011, -3.2929079e-06, -1.504853e-06, -0.009011014], [0.9974428407163218, 0.893347353546525, 0.9998111395063888, 0.999983475621529, 0.9999860980626328, 0.9916546037799643, 0.9999720323251027, 0.999992773397112, 0.9999950382530095, 0.9975255080152124, 0.7751969134741508, 0.9988982583634629, 0.8179179279438673, 0.9999914621674475, 0.9999925349918634, 0.9990464758933019, 0.9998054188233733, 0.9999967070975216, 0.9999984951481323, 0.9910294635142622], 'Ram Nath Kovind and Meira Kumar were nominated for President of India in 2017')","(None, None, None, ""['Ram Nath Kovind and Meira Kumar were the candidates nominated for the President of India in 2017']"")","(None, None, None, ""['NDA's candidate Ram Nath Kovind and opposition's candidate Meira Kumar were nominated for the President of India in 2017']"")","(None, None, None, ""['Ram Nath Kovind and Meira Kumar were nominated for President of India in 2017']"")","(None, None, None, ""['Ram Nath Kovind and Meira Kumar were nominated for President of India in 2017']"")","(None, None, None, ""['Ram Nath Kovind and Meira Kumar were nominated for President of India in 2017']"")",0,0.0012044413597323,0.3009945631027222,0.0,"{'avg': 0.9707284564672555, 'normalized_product': 0.9681945341966256, 'min': 0.7751969134741508, 'concepts': [{'President of India': {'avg': 0.9393006417010593, 'normalized_product': 0.9351923075651836, 'min': 0.8179179279438673}}, {'Ram Nath Kovind': {'avg': 0.973282016684269, 'normalized_product': 0.9721455176410936, 'min': 0.893347353546525}}, {'Meira Kumar': {'avg': 0.999986614658408, 'normalized_product': 0.9999866146048185, 'min': 0.9999720323251027}}, {'nominated': {'avg': 0.7751969134741508, 'normalized_product': 0.7751969134741508, 'min': 0.7751969134741508}}]}"
['Newark Penn Station'],where does the path train stop in newark,"([""['"", 'The', ' PATH', ' train', ' stops', ' in', ' Newark', ' at', ' Newark', ' Penn', ' Station', ""']""], [-0.0022516032, -0.013733598, -0.006509078, -0.36065483, -0.0035122875, -0.46343887, -0.0006448837, -0.0047521726, -0.0848985, -1.3544423e-05, -6.1537958e-06, -0.49037567], [0.997750929757057, 0.98636027761564, 0.9935120601600277, 0.6972196162324017, 0.9964938733667189, 0.6291164715673426, 0.9993553241928019, 0.9952591011069398, 0.9186055181298558, 0.9999864556687252, 0.9999938462231346, 0.6123962920508532], 'The PATH train stops in Newark at Newark Penn Station')","(None, None, None, ""['The PATH Train stops in Newark at two stations: Newark Penn Station and Newark Broad Street Station']"")","(None, None, None, ""['The PATH Train stops in Newark at Newark Penn Station']"")","(None, None, None, ""['The PATH train stops in Newark at Newark Penn Station']"")","(None, None, None, ""['The PATH train stops at Newark Penn Station in Newark']"")","(None, None, None, ""['The PATH Train stops at Newark Penn Station in Newark']"")",0,0.0014038343797437847,0.36717655658721926,0.0,"{'avg': 0.9129496911189763, 'normalized_product': 0.9010732000176586, 'min': 0.6291164715673426, 'concepts': [{'PATH train': {'avg': 0.8453658381962147, 'normalized_product': 0.8322836639674224, 'min': 0.6972196162324017}}, {'Newark': {'avg': 0.9186055181298558, 'normalized_product': 0.9186055181298558, 'min': 0.9186055181298558}}, {'Newark Penn Station': {'avg': 0.9728619400072386, 'normalized_product': 0.9720907972527485, 'min': 0.9186055181298558}}]}"
['in Santa Monica'],where does route 66 start on the west coast,"([""['"", 'Route', ' ', '66', ' starts', ' on', ' the', ' west', ' coast', ' in', ' Santa', ' Monica', ',', ' California', ""']""], [-0.0018267885, -0.0011824887, -1.147242e-06, -7.89631e-07, -0.0013269031, -0.019040763, -8.657073e-06, -0.014750865, -2.1769476e-05, -0.045732085, -0.049797934, -6.206032e-05, -5.538491e-05, -6.575563e-05, -0.0034316198], [0.9981748790625293, 0.9988182101642693, 0.9999988527586581, 0.9999992103693117, 0.998673976846674, 0.9811393672436265, 0.9999913429644723, 0.9853573960407609, 0.9999782307609533, 0.9552978665367907, 0.9514216550465798, 0.9999379416057018, 0.9999446166237158, 0.999934246531854, 0.996574261477866], 'Route 66 starts on the west coast in Santa Monica, California')","(None, None, None, ""['Route 66 starts on the west coast in Santa Monica, California']"")","(None, None, None, ""['Route 66 starts on the west coast in Santa Monica, California']"")","(None, None, None, ""['Route 66 starts on the west coast in Santa Monica, California']"")","(None, None, None, ""['Route 66 starts on the west coast in Santa Monica, California']"")","(None, None, None, ""['Route 66 starts on the west coast in Santa Monica, California']"")",0,0.0011913221096619964,0.24314987659454346,0.0,"{'avg': 0.9900379164225668, 'normalized_product': 0.9898939814758582, 'min': 0.9514216550465798, 'concepts': [{'Route 66': {'avg': 0.9996054244307464, 'normalized_product': 0.9996052694022964, 'min': 0.9988182101642693}}, {'Santa Monica': {'avg': 0.983768071091999, 'normalized_product': 0.9834991949167596, 'min': 0.9514216550465798}}, {'California': {'avg': 0.999934246531854, 'normalized_product': 0.999934246531854, 'min': 0.999934246531854}}]}"
['Meri'],who is the first wife on sister wives,"([""['"", 'Mer', 'i', ' Brown', ' is', ' the', ' first', ' wife', ' on', ' Sister', ' W', 'ives', ""']""], [-0.0027661214, -0.051539894, -1.9816675e-06, -0.0026346343, -0.006021349, -0.0023560256, -3.5313153e-06, -6.659005e-05, -0.00026300468, -0.00085464376, -9.729906e-06, -6.749814e-06, -0.0026225047], [0.9972377007887748, 0.949765759251199, 0.9999980183344636, 0.9973688333029903, 0.9939967429909458, 0.9976467476499371, 0.9999964686909351, 0.9999334121670682, 0.999737029902699, 0.9991457213439596, 0.9999902701413353, 0.9999932502087799, 0.997380931061361], 'Meri Brown is the first wife on Sister Wives')","(None, None, None, ""['Meri Brown is the first wife on Sister Wives']"")","(None, None, None, ""['Meri Brown is the first wife on Sister Wives']"")","(None, None, None, ""['Meri Brown is the first wife on Sister Wives']"")","(None, None, None, ""['Meri Brown is the first wife on Sister Wives']"")","(None, None, None, ""['Meri Brown is the first wife on Sister Wives']"")",0,0.0010298322886228561,0.3541952967643738,0.0,"{'avg': 0.9943247503622102, 'normalized_product': 0.9942205715163375, 'min': 0.949765759251199, 'concepts': [{'Meri Brown': {'avg': 0.9823775369628843, 'normalized_product': 0.9821032469876326, 'min': 0.949765759251199}}, {'first wife': {'avg': 0.9999649404290016, 'normalized_product': 0.9999649399319686, 'min': 0.9999334121670682}}, {'Sister Wives': {'avg': 0.9997097472313583, 'normalized_product': 0.9997096676612596, 'min': 0.9991457213439596}}]}"
['2013'],when did houston go to the american league,"([""['"", 'Houston', ' went', ' to', ' the', ' American', ' League', ' in', ' ', '201', '3', ""']""], [-0.0037968694, -0.16041829, -0.5296745, -1.7478143e-05, -3.8338785e-05, -1.1637165e-05, -0.00036525945, -0.0004896457, -0.014286447, -1.9504607e-05, -0.00013989297, -0.02269115], [0.9962103295945242, 0.8517874202786498, 0.5887965917807908, 0.9999825220097418, 0.9999616619499219, 0.9999883629027115, 0.9996348072491118, 0.9995104741568925, 0.9858151200313184, 0.9999804955832136, 0.9998601168145652, 0.9775643579059038], 'Houston went to the American League in 2013')","(None, None, None, ""['Houston went to the American League in 2013']"")","(None, None, None, ""['Houston moved to the American League in 2013']"")","(None, None, None, ""['Houston went to the American League in 2013']"")","(None, None, None, ""['Houston went to the American League in 2013']"")","(None, None, None, ""['Houston went to the American League in 2013']"")",0,0.0007581682410091161,0.3206040978431701,0.0,"{'avg': 0.9425317572756919, 'normalized_product': 0.9318847792231688, 'min': 0.5887965917807908, 'concepts': [{'Houston': {'avg': 0.8517874202786498, 'normalized_product': 0.8517874202786498, 'min': 0.8517874202786498}}, {'American League': {'avg': 0.9998115850759117, 'normalized_product': 0.999811569447767, 'min': 0.9996348072491118}}, {'2013': {'avg': 0.9999203061988894, 'normalized_product': 0.999920304387364, 'min': 0.9998601168145652}}]}"
"['January 2, 1971', '1970']",when did they stop cigarette advertising on television,"([""['"", 'C', 'igaret', 'te', ' advertising', ' on', ' television', ' was', ' banned', ' in', ' the', ' United', ' States', ' on', ' January', ' ', '2', ',', ' ', '197', '1', ""']""], [-0.0013436852, -0.088803895, -5.5577775e-06, -1.3186812e-05, -9.133887e-06, -0.0007529281, -4.1199673e-05, -0.08980993, -0.45886192, -0.03307544, -0.0015167689, -0.0232308, -7.58424e-06, -0.40019867, -8.1490514e-05, -1.6286107e-05, -0.16424432, -6.909333e-05, -0.00050180085, -3.2929079e-06, -0.000127615, -0.018517459], [0.9986572171407592, 0.9150249969579941, 0.9999944422379444, 0.9999868132749457, 0.9999908661547138, 0.999247355279236, 0.9999588011756949, 0.9141049126812741, 0.6320025057808643, 0.967465571233252, 0.9984843808125917, 0.9770369576187415, 0.9999924157887603, 0.670186886779906, 0.9999185128062618, 0.9999837140256179, 0.8485346825590239, 0.9999309090568892, 0.9994983250309899, 0.9999967070975216, 0.9998723931424477, 0.981652935763573], 'Cigarette advertising on television was banned in the United States on January 2, 1971')","(None, None, None, ""['Cigarette advertising on television was banned in the United States starting from January 2, 1971']"")","(None, None, None, ""['Cigarette advertising on television was banned in the United States starting on January 2, 1971']"")","(None, None, None, ""['Cigarette advertising on television was banned in the United States on January 2, 1971']"")","(None, None, None, ""['Cigarette advertising on television was stopped in 1971']"")","(None, None, None, ""['Cigarette advertising on television was banned in the United States on January 1, 1971']"")",0,0.275326010317076,0.2983473539352417,0.0,"{'avg': 0.9401100600105453, 'normalized_product': 0.9323626526308885, 'min': 0.6320025057808643, 'concepts': [{'television': {'avg': 0.9999588011756949, 'normalized_product': 0.9999588011756949, 'min': 0.9999588011756949}}, {'banned': {'avg': 0.6320025057808643, 'normalized_product': 0.6320025057808643, 'min': 0.6320025057808643}}, {'United States': {'avg': 0.9885146867037509, 'normalized_product': 0.988448050007721, 'min': 0.9770369576187415}}, {'January 2': {'avg': 0.9619706073632912, 'normalized_product': 0.959613983242517, 'min': 0.8485346825590239}}, {'1971': {'avg': 0.9999345501199847, 'normalized_product': 0.9999345481881133, 'min': 0.9998723931424477}}]}"
