answer,prompt,llm_answer,llm_answer__1,llm_answer__2,llm_answer__3,llm_answer__4,llm_answer__5,selfcheck_nli_score,selfcheck_bert_score,fleek_score,lm_v_lm_score,lbhd_score
"['Italy', 'the Italian Campaign']",where did the allies go after north africa,"(["" ['"", 'After', ' North', ' Africa', ',', ' the', ' All', 'ies', ' went', ' to', ' Sic', 'ily', ' and', ' Italy', ""']"", '</', 's', '>'], array([-0.70015256, -1.92083651, -0.74674319, -0.69363654, -0.70417888,
       -0.69663416, -1.02508868, -0.69477929, -0.83790203, -1.36169703,
       -1.88001446, -0.69316232, -1.57252982, -2.83712724, -1.30205377,
       -0.69356331, -0.69335379, -0.69353087]), [0.496509552, 0.146484375, 0.47390747, 0.49975538255, 0.4945144655, 0.49825954435, 0.35876465, 0.49918460845, 0.43261719, 0.25622558500000003, 0.1525879, 0.49999243021, 0.20751953, 0.05859375, 0.27197265000000004, 0.49979197979, 0.49989670515, 0.49980819225], 'After North Africa, the Allies went to Sicily and Italy')","(None, None, None, ""['The Allies went to Sicily after North Africa']"")","(None, None, None, ""['After North Africa, the allies went on to invade Sicily, Italy']"")","(None, None, None, ""['After North Africa, the Allies went on to fight in Italy']"")","(None, None, None, ""['The Allies went to Europe after North Africa during WWII']"")","(None, None, None, ""['After North Africa, the allies went on to defend Sicily, Italy and later mainland Europe']"")",0.2742135649896227,0.4868947327136993,1,0.0,"{'avg': 0.3521851446969231, 'normalized_product': 0.2997074421511047, 'min': 0.05859375, 'concepts': [{'North Africa': {'avg': 0.48939243935, 'normalized_product': 0.4892640938749656, 'min': 0.47390747}}, {'Allies': {'avg': 0.428974629225, 'normalized_product': 0.4231900180013126, 'min': 0.35876465}}, {'Sicily': {'avg': 0.326290165105, 'normalized_product': 0.27621150399945416, 'min': 0.1525879}}, {'Italy': {'avg': 0.05859375, 'normalized_product': 0.058593750000000014, 'min': 0.05859375}}]}"
['she who brings victory'],what is the meaning of veronica in english,"(["" ['"", 'Ver', 'on', 'ica', ' is', ' a', ' femin', 'ine', ' given', ' name', ' that', ' means', ' ""', 'l', 'ittle', ' bear', '""', ' in', ' Latin', ""']"", '</', 's', '>'], array([-0.70236002, -0.90319328, -0.69331755, -0.69317615, -1.14380785,
       -0.87351751,         nan, -0.69354256, -0.85354291, -0.69322574,
               nan, -0.72283462, -0.90153803,         nan, -0.69846372,
       -1.52206039, -1.34375508, -0.99393559, -0.74896731, -0.81924256,
       -0.6935707 , -0.69344763, -0.69355067]), [0.495414734, 0.40527344, 0.499914824965, 0.4999855160715, 0.318603515, 0.41748047, -0.0786133, 0.499802351, 0.42590332, 0.49996072054, -0.13476560000000004, 0.4853744505, 0.405944825, -0.12646484999999996, 0.4973487855, 0.21826172, 0.26086425999999996, 0.37011719, 0.472854615, 0.44076538, 0.4997882843, 0.4998497963, 0.49979829788], 'Veronica is a feminine given name that means little bear in Latin')","(None, None, None, '[\'Veronica is a female given name of Latin origin, meaning ""little bear""]')","(None, None, None, '[\'Veronica is a name inspired by Latin origin, meaning ""she who has a shining face"" or ""she who breaks""]')","(None, None, None, ""['Veronica is a feminine given name meaning bearer of the true eagle']"")","(None, None, None, ""['Veronica is a name in English that means true image, faithfulness']"")","(None, None, None, ""['Veronica is a feminine given name that means “little bird” in Latin']"")",0.7312846811822965,0.70327507853508,0,0.0,"{'avg': 0.3298803474209167, 'normalized_product': 4.729211666576198e-06, 'min': -0.13476560000000004, 'concepts': [{'Veronica': {'avg': 0.4683912603455, 'normalized_product': 0.4661587717110693, 'min': 0.40527344}}, {'feminine': {'avg': 0.2105945255, 'normalized_product': 7.069670084240149e-16, 'min': -0.0786133}}, {'given name': {'avg': 0.46293202027, 'normalized_product': 0.46144873035644834, 'min': 0.42590332}}, {'means ': {'avg': 0.44565963775, 'normalized_product': 0.44388652420150543, 'min': 0.405944825}}, {'little bear': {'avg': 0.212502478875, 'normalized_product': 1.2972190097821131e-08, 'min': -0.12646484999999996}}, {'Latin': {'avg': 0.472854615, 'normalized_product': 0.472854615, 'min': 0.472854615}}]}"
"['The aorta', 'aorta']",what is the name of the main artery which takes blood from the heart to the body,"(["" ['"", 'the', ' a', 'ort', 'a', ' is', ' the', ' main', ' ar', 'tery', ' which', ' takes', ' blood', ' from', ' the', ' heart', ' to', ' the', ' body', ""']"", '</', 's', '>'], array([-0.69898158, -2.39887245, -1.42512453, -0.69317806, -0.69565085,
       -0.70132106, -0.69393379, -0.97175595, -0.69323433, -0.69315016,
       -0.78380511, -0.69704193, -0.69348603, -0.6935428 , -0.693549  ,
       -0.69336989, -0.6935812 , -0.69362294, -0.69636433, -0.69404404,
       -0.69387462, -0.6933055 , -0.69354685]), [0.49709129335, 0.09082030000000002, 0.240478515, 0.499984562397, 0.498749733, 0.495929718, 0.49960684775, 0.37841797, 0.499956429005, 0.4999985098839, 0.45666504, 0.49805641175, 0.4998306036, 0.49980223179, 0.49979913235, 0.499888658525, 0.4997830391, 0.499762177465, 0.4983940125, 0.49955177307, 0.499636411665, 0.49992084503, 0.49980020523], 'the aorta is the main artery which takes blood from the heart to the body')","(None, None, None, ""['Coronary artery is the main artery that takes blood from the heart to the body']"")","(None, None, None, ""['Pulmonary artery is the name of the main artery which takes blood from the heart to the body']"")","(None, None, None, ""['the aorta is the main artery which takes blood from the heart to the body']"")","(None, None, None, ""['the main artery which takes blood from the heart to the body is called the aorta']"")","(None, None, None, ""['The name of the main artery which takes blood from the heart to the body is the aorta']"")",0.3268811148183886,0.3111206412315368,0,0.0,"{'avg': 0.44728236950099376, 'normalized_product': 0.4190274492373544, 'min': 0.09082030000000002, 'concepts': [{'aorta': {'avg': 0.413070936799, 'normalized_product': 0.3914159487731532, 'min': 0.240478515}}, {'main': {'avg': 0.37841797, 'normalized_product': 0.37841797, 'min': 0.37841797}}, {'artery': {'avg': 0.49997746944445, 'normalized_product': 0.49997746900172996, 'min': 0.499956429005}}, {'heart': {'avg': 0.499888658525, 'normalized_product': 0.499888658525, 'min': 0.499888658525}}, {'body': {'avg': 0.4983940125, 'normalized_product': 0.4983940125, 'min': 0.4983940125}}, {'blood': {'avg': 0.4998306036, 'normalized_product': 0.4998306036, 'min': 0.4998306036}}]}"
['Todd Bridges'],who played solomon in little house on the prairie,"(["" ['"", 'M', 'ichael', ' Land', 'on', ' played', ' Sol', 'omon', ' in', ' Little', ' House', ' on', ' the', ' Pra', 'ir', 'ie', ""']"", '</', 's', '>'], array([-0.70724604,         nan, -0.84782698, -0.76244964, -0.7048425 ,
       -0.70440261, -0.73875789, -0.69388035, -0.70512815, -0.73962069,
       -0.69756289, -0.69584973, -0.6937873 , -0.69332792, -0.69327248,
       -0.69316649, -0.69571012, -0.69351823, -0.69331898, -0.69347101]), [0.4930000305, -0.18554689999999996, 0.428344725, 0.466522215, 0.4941864015, 0.494403839, 0.47770691, 0.49963355065, 0.4940452575, 0.477294922, 0.49779701235, 0.49865055085, 0.499680042265, 0.49990963936, 0.49993735552, 0.4999903440475, 0.49872016905, 0.49981451035, 0.499914109705, 0.499838113785], 'Michael Landon played Solomon in Little House on the Prairie')","(None, None, None, ""['Jeff Burton played Solomon in Little House on the Prairie']"")","(None, None, None, ""['Gary Grider played Solomon in Little House on the Prairie']"")","(None, None, None, ""['Sam Smith played Solomon in Little House on the Prairie']"")","(None, None, None, ""['Randy Quaid played Solomon in Little House on the Prairie']"")","(None, None, None, ""['John Meredith Mitchell played Solomon in Little House on the Prairie']"")",0.9991784214973449,0.4165952920913696,0,1.0,"{'avg': 0.44283705766950004, 'normalized_product': 0.005112354451051994, 'min': -0.18554689999999996, 'concepts': [{'Michael Landon': {'avg': 0.300876610375, 'normalized_product': 1.7727158822444565e-08, 'min': -0.18554689999999996}}, {'played': {'avg': 0.494403839, 'normalized_product': 0.494403839, 'min': 0.494403839}}, {'Solomon': {'avg': 0.488670230325, 'normalized_product': 0.4885472337587636, 'min': 0.47770691}}, {'Little House on the Prairie': {'avg': 0.49617998091321436, 'normalized_product': 0.49611820127943024, 'min': 0.477294922}}]}"
['Donna'],who does eric end up with in that 70s show,"(["" ['"", 'E', 'ric', ' ends', ' up', ' with', ' Don', 'na', ' in', ' That', ' ', '7', '0', 's', ' Show', ""']"", '</', 's', '>'], array([-0.69998739, -0.80576323, -0.69338622, -0.70954679, -0.69318378,
       -0.69886264, -3.3071307 , -0.69322109, -0.84441303, -1.6444682 ,
       -0.97741711, -0.69318223, -0.69314921, -0.89494427, -0.7121405 ,
       -0.69753607, -0.69395241, -0.69334843, -0.6935967 ]), [0.496591568, 0.446746825, 0.499880492685, 0.491867065, 0.499981701374, 0.49715042115, 0.03662110000000002, 0.49996304512, 0.42980957, 0.193115235, 0.37628174000000003, 0.499982476235, 0.499998986721, 0.40863037, 0.4905929565, 0.49781036375, 0.49959754945, 0.49989938736, 0.49977529049], 'Eric ends up with Donna in That 70s Show')","(None, None, None, ""['Eric ends up with Donna in That 70s Show']"")","(None, None, None, '[\'Eric ends up with Penny in ""That 70\'s Show""]')","(None, None, None, ""['Eric ends up with Joan Rater in that 70s show']"")","(None, None, None, '[\'Eric ends up with Donna in ""That 70s Show""]')","(None, None, None, ""['Eric ends up with Donna in That 70s Show']"")",0.4006401925580576,0.36501818895339966,0,0.0,"{'avg': 0.41933014177035716, 'normalized_product': 0.36628502184197814, 'min': 0.03662110000000002, 'concepts': [{'Eric': {'avg': 0.4733136588425, 'normalized_product': 0.47256747982320946, 'min': 0.446746825}}, {'ends': {'avg': 0.491867065, 'normalized_product': 0.491867065, 'min': 0.491867065}}, {'up': {'avg': 0.499981701374, 'normalized_product': 0.499981701374, 'min': 0.499981701374}}, {'with': {'avg': 0.49715042115, 'normalized_product': 0.49715042115, 'min': 0.49715042115}}, {'Donna': {'avg': 0.26829207256, 'normalized_product': 0.1353114801916084, 'min': 0.03662110000000002}}, {'in': {'avg': 0.42980957, 'normalized_product': 0.42980957, 'min': 0.42980957}}, {'That': {'avg': 0.28469848750000004, 'normalized_product': 0.2695658298937551, 'min': 0.193115235}}, {'70s': {'avg': 0.469537277652, 'normalized_product': 0.4674676006527481, 'min': 0.40863037}}, {'Show': {'avg': 0.4905929565, 'normalized_product': 0.4905929565, 'min': 0.4905929565}}]}"
"['revolution or orbital revolution', 'orbit']",an object that moves around an external axis is said to be,"(["" ['"", 'an', ' object', ' that', ' moves', ' around', ' an', ' external', ' axis', ' is', ' said', ' to', ' be', ' a', ' rot', 'or', ""']"", '</', 's', '>'], array([-0.70336923, -0.76349683, -0.69907367, -0.70498918, -0.80323893,
       -0.69465226, -0.69434094, -0.69404165, -0.69396768, -0.69460259,
       -0.69874755, -0.69323838, -0.69442115, -1.97917204, -3.74305479,
       -1.2855833 , -0.699684  , -0.69394668, -0.69336273, -0.69353039]), [0.4949150085, 0.466033935, 0.497045517, 0.494113922, 0.447875975, 0.4992480278, 0.4994034767, 0.49955296515, 0.49958992005, 0.49927282335, 0.4972076415, 0.499954402445, 0.4993634224, 0.13818360000000002, 0.02368165, 0.27648925999999996, 0.4967422485, 0.49960041045, 0.4998922348, 0.49980843067], 'an object that moves around an external axis is said to be a rotor')","(None, None, None, ""['an object that moves around an external axis is said to be a rotor']"")","(None, None, None, ""['an object that moves around an external axis is said to be rotational']"")","(None, None, None, ""['an object that moves around an external axis is said to be a sphere']"")","(None, None, None, ""['an object that moves around an external axis is said to be an axisymmetric object']"")","(None, None, None, ""['an object that moves around an external axis is said to be a wheel']"")",0.5963695951271802,0.3236169219017029,0,0.0,"{'avg': 0.42246776922633333, 'normalized_product': 0.3549512833724455, 'min': 0.02368165, 'concepts': [{'rotor': {'avg': 0.15008545499999998, 'normalized_product': 0.08091799481004827, 'min': 0.02368165}}, {'moves': {'avg': 0.447875975, 'normalized_product': 0.447875975, 'min': 0.447875975}}, {'around': {'avg': 0.4992480278, 'normalized_product': 0.4992480278, 'min': 0.4992480278}}, {'external': {'avg': 0.49955296515, 'normalized_product': 0.49955296515, 'min': 0.49955296515}}, {'axis': {'avg': 0.49958992005, 'normalized_product': 0.49958992005, 'min': 0.49958992005}}]}"
"['an armature of piped masonry', 'barrel vaults', 'two to three barrel vaults']",architectural elements forming rib vaults eg wells cathedral,"(["" ['"", 'Arch', 'itect', 'ural', ' elements', ' forming', ' rib', ' vault', 's', ' include', ' barrel', ' vault', 's', ',', ' pointed', ' vault', 's', ',', ' and', ' rib', 'bed', ' vault', 's', ""']"", '</', 's', '>'], array([-0.70712998, -6.23832463, -0.69320428, -0.6938813 , -0.70057521,
       -0.707873  , -0.69476497, -0.69527805, -0.69472676, -2.237833  ,
       -1.83008209, -0.75680718, -0.71260715, -1.02781441,         nan,
       -1.15304578, -0.69378539, -0.75846726, -0.87997105,         nan,
       -0.6969596 , -0.69849823, -0.69493501, -2.18871593, -0.69848289,
       -0.69349152, -0.69362509]), [0.493057251, 0.001953125, 0.499971449375, 0.4996330738, 0.49629974365, 0.49269104, 0.499191761, 0.4989356995, 0.4992108345, 0.10668945000000002, 0.1604004, 0.4691619875, 0.490364075, 0.35778808500000003, -0.08398439999999996, 0.31567383, 0.49968099595, 0.46838379, 0.41479492, -0.15136720000000004, 0.49809741975, 0.49733161925, 0.499106884, 0.11206054999999998, 0.49733924865, 0.499827861785, 0.499761104585], 'Architectural elements forming rib vaults include barrel vaults, pointed vaults, and ribbed vaults')","(None, None, None, '[The architectural elements forming rib vaults in the Wells Cathedral include rounded bars called ""ribs,"" that extend from the walls and intersect, creating the vaulted ceiling.]')","(None, None, None, ""['Flying buttresses, barrel vaults and groined vaults are architectural elements forming rib vaults, as seen in Wells Cathedral']"")","(None, None, None, ""['Architectural elements of rib vaults include barrel vaults, segmented vaults, and pendentives, such as those in Wells Cathedral']"")","(None, None, None, ""['Architectural elements forming rib vaults include ribs, keystones, supports and arches']"")","(None, None, None, ""['Arches are the architectural element forming rib vaults, such as in the case of Wells Cathedral']"")",0.6788253128528595,0.628457224369049,0,0.0,"{'avg': 0.31428580820178575, 'normalized_product': 1.5566212250374262e-05, 'min': -0.15136720000000004, 'concepts': [{'forming rib vaults': {'avg': 0.49750733375, 'normalized_product': 0.49749951733447234, 'min': 0.49269104}}, {'include': {'avg': 0.10668945000000002, 'normalized_product': 0.10668944999999999, 'min': 0.10668945000000002}}, {'barrel vaults': {'avg': 0.36942863687500005, 'normalized_product': 0.3389754109182171, 'min': 0.1604004}}, {'pointed vaults': {'avg': 0.2999385539875, 'normalized_product': 1.6486684121733662e-08, 'min': -0.08398439999999996}}, {'ribbed vaults': {'avg': 0.33579218075, 'normalized_product': 1.8751606503110523e-08, 'min': -0.15136720000000004}}]}"
"['Gene Kelly', ""Donald O'Connor"", 'Judy Garland', 'Debbie Reynolds', 'Mickey Rooney']",who sang the song good morning good morning,"(["" ['"", 'The', ' song', ' ""', 'Good', ' Morning', ' Good', ' Morning', '""', ' was', ' sung', ' by', ' The', ' Beat', 'les', ""']"", '</', 's', '>'], array([-0.69997202, -1.86414115, -1.44771276, -1.24789204, -0.70178269,
       -0.81076238, -1.14957155, -0.70122876, -0.69823364, -1.06713066,
       -1.15653212, -0.70634114,         nan, -0.76369329, -0.69326592,
       -0.99459544, -0.69334103, -0.69334759, -0.69356617]), [0.4965991975, 0.15502929999999998, 0.23510742, 0.287109375, 0.495700836, 0.444519043, 0.31677246000000003, 0.4959754945, 0.4974632263, 0.34399414, 0.3145752, 0.49344635, -0.36035154999999996, 0.465942383, 0.499940633775, 0.36987305000000004, 0.49990308285, 0.49989980459, 0.49979054928], 'The song Good Morning Good Morning was sung by The Beatles')","(None, None, None, '[\'The song ""Good Morning Good Morning"" is from the musical ""My Fair Lady"", and the characters who sing it are Higgins and Eliza\']')","(None, None, None, ""['The Beatles sang the song “Good Morning Good Morning”']"")","(None, None, None, ""['The song Good Morning Good morning was sung by Louis Armstrong']"")","(None, None, None, '[\'The song ""Good Morning Good Morning"" was originally sung by the Beatles in the 1967 film version of ""Sgt. Pepper’s Lonely Hearts Club Band""]')","(None, None, None, '[\'The Dresden Dolls, Amy Anderson, and Robyn Loos sing the song ""Good Morning Good Morning""]]]')",0.5998573626449797,0.5583202421665192,0,0.0,"{'avg': 0.32620809758269237, 'normalized_product': 0.0019267336550885374, 'min': -0.36035154999999996, 'concepts': [{'Good Morning Good Morning': {'avg': 0.4514780042, 'normalized_product': 0.4436567234428153, 'min': 0.31677246000000003}}, {'The Beatles': {'avg': 0.20184382225833333, 'normalized_product': 6.152952338054358e-11, 'min': -0.36035154999999996}}]}"
['James Brown'],who wrote papa got a brand new bag,"(["" ['"", 'S', 'no', 'op', ' Dog', 'g', ' wrote', ' ""', 'P', 'apa', ""'"", 's', ' Got', ' a', ' Brand', ' New', ' Bag', '""]', '</', 's', '>'], array([-0.70564562,         nan, -0.94235375, -0.6943925 , -0.69378873,
       -0.69350845, -0.97725492, -1.15265916, -0.70656535, -0.69465226,
       -1.44356767, -0.70898855, -0.75206999, -0.80528517, -0.69343929,
       -0.69342188, -0.8698692 , -1.29891683, -0.792598  , -0.6940049 ,
       -0.69415763]), [0.493789673, -0.31445310000000004, 0.38970947499999997, 0.4993777275, 0.499679327, 0.499819397925, 0.376342775, 0.3157959, 0.493335724, 0.4992480278, 0.236083985, 0.4921417235, 0.47138977, 0.44696045, 0.49985396862, 0.4998626709, 0.41900634999999997, 0.27282715, 0.452667235, 0.4995713234, 0.49949502945], ""Snoop Dogg wrote Papa's Got a Brand New Bag]</s>"")","(None, None, None, '[\'The artist who wrote ""Papa Got a Brand New Bag"" is Big K.K.K\']')","(None, None, None, '[\'Queen wrote ""papa got a brand new bag""]')","(None, None, None, ""['LL Cool J wrote papa got a brand new bag']"")","(None, None, None, '[\'The song ""Papa Got a Brand New Bag"" was written by James Brown\']')","(None, None, None, ""['Snoop Dogg, with a feature by Uncle Dudley, wrote Papa Got a Brand New Bag']"")",0.9657438516616821,0.6718835085630417,0,1.0,"{'avg': 0.39771437824184214, 'normalized_product': 0.01178969547851365, 'min': -0.31445310000000004, 'concepts': [{'Snoop Dogg': {'avg': 0.314826565485, 'normalized_product': 5.461789076308841e-07, 'min': -0.31445310000000004}}, {""Papa's Got a Brand New Bag"": {'avg': 0.4508758522022222, 'normalized_product': 0.4410261804763724, 'min': 0.236083985}}]}"
"['mountainous shrubland', 'arid lowland']",where does a roadrunner live in the desert,"(["" ['"", 'a', ' road', 'runner', ' lives', ' in', ' the', ' desert', ' in', ' the', ' south', 'western', ' United', ' States', ""']"", '</', 's', '>'], array([-0.70764074,         nan, -0.72135817, -0.69474204, -0.78454048,
       -0.77039635, -0.8755664 , -3.29388565, -1.51204361, -2.89281618,
       -0.92712188, -0.69519586, -0.75654703, -0.6932962 , -0.9411016 ,
       -0.69381545, -0.69336488, -0.69355448]), [0.492805481, -0.15917970000000004, 0.486091614, 0.4992032051, 0.456329345, 0.46282959, 0.416625975, 0.037109375, 0.220458985, 0.05541992000000001, 0.39569092, 0.4989767075, 0.4692840575, 0.499925494195, 0.390197755, 0.49966597557, 0.49989116192, 0.499796390535], 'a roadrunner lives in the desert in the southwestern United States')","(None, None, None, ""['A roadrunner lives in the Sonoran Desert, specifically in desert areas of Arizona, California and Sonora, Mexico']"")","(None, None, None, ""['a roadrunner lives in the Chihuahuan Desert in the southwestern United States']"")","(None, None, None, ""['A roadrunner lives in the desert in southwestern North America']"")","(None, None, None, ""['Roadrunners build their nests on the ground in the desert']"")","(None, None, None, ""['the Roadrunner lives in the arid Southwestern United States']"")",0.008326949580805376,0.46955059170722957,0,0.0,"{'avg': 0.31448272029954544, 'normalized_product': 0.0005762268828540279, 'min': -0.15917970000000004, 'concepts': [{'roadrunner': {'avg': 0.49264740954999997, 'normalized_product': 0.4926037877250154, 'min': 0.486091614}}, {'desert': {'avg': 0.037109375, 'normalized_product': 0.03710937499999999, 'min': 0.037109375}}, {'southwestern United States': {'avg': 0.46596929479875, 'normalized_product': 0.4639213512395468, 'min': 0.39569092}}]}"
"['John Young', 'Harry Vanda', 'David Hemmings', 'George Young']",who wrote it's a long long way to pasadena,"(["" ['"", 'D', 'olly', ' Part', 'on', ' wrote', ' ""', 'It', ""'"", 's', ' a', ' Long', ' Long', ' Way', ' to', ' Pas', 'ad', 'ena', '""]', '</', 's', '>'], array([-0.70155954,         nan,         nan, -0.69650402, -0.69318914,
       -0.71330754, -1.16236987, -0.74109237, -0.8451233 , -0.6931479 ,
       -0.75951028, -0.75463048, -1.68840293, -0.69420346, -0.70991913,
       -0.87410248, -0.69320393, -0.69315564, -0.82090565, -0.75161691,
       -0.69459973, -0.69492928]), [0.4958114625, -0.19628904999999996, -0.5849609499999999, 0.49832439425, 0.499979019165, 0.490020752, 0.31274414, 0.4765930175, 0.429504395, 0.49999964237213, 0.467895508, 0.470184326, 0.18481445000000002, 0.49947214125, 0.49168396, 0.41723633, 0.499971628189, 0.49999576807, 0.44003296000000003, 0.4716033935, 0.49927425385, 0.499109745], ""Dolly Parton wrote It's a Long Long Way to Pasadena]</s>"")","(None, None, None, '[\'The Doors wrote ""It’s a Long Long Way to Pasadena""\']')","(None, None, None, ""[`It's a Long Long Way to Pasadena` was written by Jack Kerouac]"")","(None, None, None, '[\'The song ""It\'s a long long way to Pasadena"" was written by Johnny Cash\']')","(None, None, None, ""['It\\'s a Long Long Way to Pasadena was written by H. G. Wells']"")","(None, None, None, '[\'Don Henley, of the Eagles, wrote ""It\'s a Long, Long Way to Pasadena""\']')",0.9996296763420105,0.6250377058982849,0,1.0,"{'avg': 0.3630003081986316, 'normalized_product': 0.0003340313009404446, 'min': -0.5849609499999999, 'concepts': [{'Dolly Parton': {'avg': 0.05426335335375003, 'normalized_product': 7.065062074022622e-16, 'min': -0.5849609499999999}}, {'wrote ': {'avg': 0.401382446, 'normalized_product': 0.39147301141508245, 'min': 0.31274414}}, {""It's a Long Long Way to Pasadena"": {'avg': 0.446716684038113, 'normalized_product': 0.4320620179788995, 'min': 0.18481445000000002}}]}"
['Spike'],what's the dog's name on tom and jerry,"(["" ['"", 'The', ' dog', ""'"", 's', ' name', ' on', ' Tom', ' and', ' Jerry', ' is', ' Tom', ""']"", '</', 's', '>'], array([-0.71318299, -1.55967165, -0.91166278, -1.02815565, -0.69315934,
       -0.69345264, -0.82125248, -0.74590639, -0.6970113 , -0.69320452,
       -0.69750159, -2.62067277, -0.89509365, -0.6948347 , -0.69341377,
       -0.69368567]), [0.490081787, 0.21020508, 0.40185547, 0.357666015, 0.49999392032625, 0.4998472929, 0.43988037, 0.4743042, 0.4980716705, 0.499971330165, 0.49782753, 0.07275389999999998, 0.40856933500000003, 0.4991569519, 0.499866724015, 0.499730825425], ""The dog's name on Tom and Jerry is Tom"")","(None, None, None, ""['Tom's name is Tom Cat and Jerry's name is Jerry Mouse']"")","(None, None, None, ""['the dog's name on tom and jerry is Sylvester']"")","(None, None, None, ""['The dog's name on Tom and Jerry is Spike']"")","(None, None, None, ""['The cat's name on Tom and Jerry is Mammoth and the dog's name is Butch']"")","(None, None, None, ""['Toms name of dog in Tom and Jerry is Mammoth']"")",0.9223756313323974,0.5135415077209473,0,0.0,"{'avg': 0.397807257889125, 'normalized_product': 0.3528986156669265, 'min': 0.07275389999999998, 'concepts': [{'Tom': {'avg': 0.07275389999999998, 'normalized_product': 0.0727539, 'min': 0.07275389999999998}}, {""dog's name"": {'avg': 0.4398406745565625, 'normalized_product': 0.4353488554721169, 'min': 0.357666015}}, {'Tom and Jerry': {'avg': 0.4907824002216667, 'normalized_product': 0.4906419044213235, 'min': 0.4743042}}]}"
"['Meira Kumar', 'Ram Nath Kovind']",who are nominated for president of india 2017,"(["" ['"", 'N', 'are', 'nd', 'ra', ' Mod', 'i', ' and', ' Rah', 'ul', ' Gand', 'hi', ' were', ' nominated', ' for', ' President', ' of', ' India', ' in', ' ', '2', '0', '1', '7', ""']"", '</', 's', '>'], array([-0.70606287, -1.80899709, -0.81834287, -0.69361745, -0.69350606,
       -0.700556  , -0.69324029,         nan, -0.9751488 , -0.69337072,
       -0.69324911, -0.69315088, -1.26677672, -0.8796768 , -0.74987126,
       -0.98637849, -0.69397865, -0.69324017, -0.79266542, -0.69709938,
       -0.69315016, -0.69317579, -0.69320691, -0.69390755, -0.71639507,
       -0.69346719, -0.69335033, -0.69354709]), [0.493583679, 0.16381835, 0.44116211, 0.49976491928, 0.49982059002, 0.4963092805, 0.4999534487725, -0.06738279999999996, 0.37713623, 0.49988824129, 0.49994903803, 0.499998152256, 0.28173828, 0.41491699, 0.472427368, 0.3729248, 0.499584436415, 0.499953508377, 0.45263672, 0.4980278015, 0.4999985098839, 0.499985694885, 0.499970138073, 0.499619960785, 0.488510132, 0.499840021135, 0.499898433685, 0.49980008602], 'Narendra Modi and Rahul Gandhi were nominated for President of India in 2017')","(None, None, None, ""['In 2017, Narendra Modi was nominated for President of India']"")","(None, None, None, ""['Rahul Gandhi and Narendra Modi were nominated for Prime Minister of India in 2017']"")","(None, None, None, ""['In the 2017 Indian Presidential Election, there were 27 candidates nominated, 21 from political parties, 5 from civil society, and 1 from the Literary and Cultural Academy']"")","(None, None, None, ""['Narendra Modi, AAP, and Dr. B.R. Ambedkar are nominated for President of India 2017']"")","(None, None, None, ""['Rahul Gandhi, Narendra Modi, P. M. Manohar, and Hamid Ansari were nominated for the President of India 2017']"")",0.7664895347319544,0.545237922668457,0,0.0,"{'avg': 0.43053051165510425, 'normalized_product': 0.022690249766867357, 'min': -0.06738279999999996, 'concepts': [{'Narendra Modi': {'avg': 0.4334714497620833, 'normalized_product': 0.4060103499236524, 'min': 0.16381835}}, {'Rahul Gandhi': {'avg': 0.469242915394, 'normalized_product': 0.4659253372514832, 'min': 0.37713623}}, {'President of India': {'avg': 0.4574875815973333, 'normalized_product': 0.45330091467360184, 'min': 0.3729248}}, {'2017': {'avg': 0.499893575906725, 'normalized_product': 0.4998935508393416, 'min': 0.499619960785}}]}"
['Newark Penn Station'],where does the path train stop in newark,"(["" ['"", 'The', ' Path', ' train', ' stops', ' in', ' New', 'ark', ' at', ' New', 'ark', ' Penn', ' Station', ""']"", '</', 's', '>'], array([-0.70298392, -0.75846726, -2.62067277, -1.02474848, -0.7514228 ,
       -1.40601882, -0.73821503, -0.69544053, -0.70627156, -4.22342075,
       -0.69763953, -1.62320411, -0.6968409 , -1.53330916, -0.69347816,
       -0.69331325, -0.69346003]), [0.4951057435, 0.46838379, 0.07275389999999998, 0.35888672, 0.4716949465, 0.24511719999999998, 0.4779663085, 0.49885463715, 0.4934806825, 0.01464844999999998, 0.49775886535, 0.197265625, 0.4981565475, 0.21582030000000002, 0.4998345375, 0.49991697073, 0.49984359741], 'The Path train stops in Newark at Newark Penn Station')","(None, None, None, ""['The PATH train stops in Newark at Broad Street Station and Newark Pennsylvania Station']"")","(None, None, None, ""['The Path Train stops in Newark at Newark Penn Station and Newark Broad Street Station']"")","(None, None, None, ""['The Path Train stops in Market Street, Newark']"")","(None, None, None, ""['The Newark-World’s Fair stop on the PATH is in Newark, New Jersey']"")","(None, None, None, ""['The Path train stops in Newark at the Grove Street Station']"")",0.47887997487559913,0.5472830951213836,0,0.0,"{'avg': 0.331814672685, 'normalized_product': 0.2343661373229017, 'min': 0.01464844999999998, 'concepts': [{'Path train': {'avg': 0.21582031, 'normalized_product': 0.16158715462006254, 'min': 0.07275389999999998}}, {'stops': {'avg': 0.4716949465, 'normalized_product': 0.4716949465, 'min': 0.4716949465}}, {'Newark': {'avg': 0.256203657675, 'normalized_product': 0.08538967063489702, 'min': 0.01464844999999998}}, {'Newark Penn Station': {'avg': 0.3019573719625, 'normalized_product': 0.16360892198921517, 'min': 0.01464844999999998}}]}"
